,count,date,state,year
523,6,2012_03_08,Florida,2012
524,8,2012_03_09,Florida,2012
525,3,2012_03_10,Florida,2012
526,7,2012_03_11,Florida,2012
527,5,2012_03_12,Florida,2012
528,8,2012_03_13,Florida,2012
529,1,2012_03_14,Florida,2012
530,7,2012_03_15,Florida,2012
531,5,2012_03_16,Florida,2012
532,7,2012_03_17,Florida,2012
533,8,2012_03_18,Florida,2012
534,4,2012_03_19,Florida,2012
535,4,2012_03_20,Florida,2012
536,15,2012_03_21,Florida,2012
537,1,2012_03_22,Florida,2012
538,4,2012_03_23,Florida,2012
539,4,2012_03_25,Florida,2012
540,7,2012_03_26,Florida,2012
541,11,2012_03_28,Florida,2012
542,12,2012_03_29,Florida,2012
543,10,2012_03_30,Florida,2012
544,3,2012_03_31,Florida,2012
545,2,2012_04_01,Florida,2012
546,1,2012_04_02,Florida,2012
547,5,2012_04_03,Florida,2012
548,9,2012_04_04,Florida,2012
549,1,2012_04_05,Florida,2012
550,3,2012_04_06,Florida,2012
551,12,2012_04_07,Florida,2012
552,2,2012_04_08,Florida,2012
553,7,2012_04_09,Florida,2012
554,9,2012_04_10,Florida,2012
555,2,2012_04_11,Florida,2012
556,1,2012_04_12,Florida,2012
557,3,2012_04_13,Florida,2012
558,3,2012_04_14,Florida,2012
559,4,2012_04_15,Florida,2012
560,5,2012_04_17,Florida,2012
561,3,2012_04_18,Florida,2012
562,4,2012_04_19,Florida,2012
563,6,2012_04_21,Florida,2012
564,4,2012_04_22,Florida,2012
565,10,2012_04_24,Florida,2012
566,6,2012_04_25,Florida,2012
567,13,2012_04_26,Florida,2012
568,14,2012_04_27,Florida,2012
569,4,2012_04_28,Florida,2012
570,5,2012_04_30,Florida,2012
571,5,2012_05_01,Florida,2012
572,1,2012_05_02,Florida,2012
573,3,2012_05_04,Florida,2012
574,3,2012_05_05,Florida,2012
575,3,2012_05_06,Florida,2012
576,11,2012_05_07,Florida,2012
577,1,2012_05_08,Florida,2012
578,4,2012_05_09,Florida,2012
579,5,2012_05_10,Florida,2012
580,5,2012_05_11,Florida,2012
581,4,2012_05_12,Florida,2012
582,6,2012_05_13,Florida,2012
583,1,2012_05_14,Florida,2012
584,1,2012_05_15,Florida,2012
585,1,2012_05_18,Florida,2012
586,6,2012_05_19,Florida,2012
587,6,2012_05_21,Florida,2012
588,10,2012_05_22,Florida,2012
589,1,2012_05_23,Florida,2012
590,7,2012_05_24,Florida,2012
591,4,2012_05_25,Florida,2012
592,2,2012_05_26,Florida,2012
593,1,2012_05_27,Florida,2012
594,3,2012_05_28,Florida,2012
595,1,2012_05_29,Florida,2012
596,3,2012_05_30,Florida,2012
597,4,2012_05_31,Florida,2012
598,11,2012_02_01,Florida,2012
599,17,2012_02_02,Florida,2012
600,16,2012_02_03,Florida,2012
601,5,2012_02_04,Florida,2012
602,10,2012_02_06,Florida,2012
603,9,2012_02_07,Florida,2012
604,12,2012_02_08,Florida,2012
605,14,2012_02_09,Florida,2012
606,3,2012_02_10,Florida,2012
607,2,2012_02_11,Florida,2012
608,11,2012_02_12,Florida,2012
609,5,2012_02_13,Florida,2012
610,7,2012_02_14,Florida,2012
611,10,2012_02_15,Florida,2012
612,15,2012_02_16,Florida,2012
613,5,2012_02_17,Florida,2012
614,4,2012_02_18,Florida,2012
615,1,2012_02_19,Florida,2012
616,6,2012_02_20,Florida,2012
617,12,2012_02_21,Florida,2012
618,2,2012_02_22,Florida,2012
619,18,2012_02_23,Florida,2012
620,15,2012_02_24,Florida,2012
621,5,2012_02_25,Florida,2012
622,1,2012_02_26,Florida,2012
623,12,2012_02_27,Florida,2012
624,15,2012_02_28,Florida,2012
625,9,2012_02_29,Florida,2012
626,45,2012_11_01,Florida,2012
627,30,2012_11_02,Florida,2012
628,27,2012_11_03,Florida,2012
629,5,2012_11_04,Florida,2012
630,40,2012_11_05,Florida,2012
631,30,2012_11_06,Florida,2012
632,21,2012_11_07,Florida,2012
633,29,2012_11_08,Florida,2012
634,49,2012_11_09,Florida,2012
635,6,2012_11_10,Florida,2012
636,5,2012_11_11,Florida,2012
637,31,2012_11_12,Florida,2012
638,36,2012_11_13,Florida,2012
639,33,2012_11_14,Florida,2012
640,30,2012_11_15,Florida,2012
641,22,2012_11_16,Florida,2012
642,6,2012_11_17,Florida,2012
643,16,2012_11_18,Florida,2012
644,24,2012_11_19,Florida,2012
645,16,2012_11_20,Florida,2012
646,39,2012_11_21,Florida,2012
647,14,2012_11_22,Florida,2012
648,13,2012_11_23,Florida,2012
649,22,2012_11_24,Florida,2012
650,29,2012_11_25,Florida,2012
651,38,2012_11_26,Florida,2012
652,31,2012_11_27,Florida,2012
653,35,2012_11_28,Florida,2012
654,52,2012_11_29,Florida,2012
655,21,2012_11_30,Florida,2012
656,64,2012_10_01,Florida,2012
657,67,2012_10_02,Florida,2012
658,48,2012_10_03,Florida,2012
659,33,2012_10_04,Florida,2012
660,40,2012_10_05,Florida,2012
661,15,2012_10_06,Florida,2012
662,9,2012_10_07,Florida,2012
663,26,2012_10_08,Florida,2012
664,68,2012_10_09,Florida,2012
665,54,2012_10_10,Florida,2012
666,2,2012_10_12,Florida,2012
667,55,2012_10_18,Florida,2012
668,76,2012_10_19,Florida,2012
669,19,2012_10_20,Florida,2012
670,27,2012_10_21,Florida,2012
671,46,2012_10_22,Florida,2012
672,56,2012_10_23,Florida,2012
673,54,2012_10_24,Florida,2012
674,44,2012_10_25,Florida,2012
675,28,2012_10_26,Florida,2012
676,25,2012_10_27,Florida,2012
677,41,2012_10_28,Florida,2012
678,55,2012_10_29,Florida,2012
679,62,2012_10_30,Florida,2012
680,6,2012_10_31,Florida,2012
681,3,2012_07_01,Florida,2012
682,3,2012_07_02,Florida,2012
683,2,2012_07_03,Florida,2012
684,2,2012_07_04,Florida,2012
685,1,2012_07_05,Florida,2012
686,5,2012_07_06,Florida,2012
687,2,2012_07_07,Florida,2012
688,7,2012_07_08,Florida,2012
689,3,2012_07_09,Florida,2012
690,8,2012_07_10,Florida,2012
691,5,2012_07_11,Florida,2012
692,3,2012_07_12,Florida,2012
693,2,2012_07_13,Florida,2012
694,3,2012_07_14,Florida,2012
695,1,2012_07_15,Florida,2012
696,4,2012_07_16,Florida,2012
697,5,2012_07_17,Florida,2012
698,4,2012_07_18,Florida,2012
699,2,2012_07_20,Florida,2012
700,1,2012_07_21,Florida,2012
701,5,2012_07_22,Florida,2012
702,1,2012_07_23,Florida,2012
703,15,2012_07_24,Florida,2012
704,6,2012_07_25,Florida,2012
705,2,2012_07_26,Florida,2012
706,2,2012_07_27,Florida,2012
707,6,2012_07_28,Florida,2012
708,5,2012_07_29,Florida,2012
709,7,2012_07_30,Florida,2012
710,1,2012_07_31,Florida,2012
711,8,2012_09_01,Florida,2012
712,5,2012_09_02,Florida,2012
713,11,2012_09_03,Florida,2012
714,19,2012_09_04,Florida,2012
715,16,2012_09_05,Florida,2012
716,13,2012_09_06,Florida,2012
717,1,2012_09_07,Florida,2012
718,5,2012_09_08,Florida,2012
719,1,2012_09_09,Florida,2012
720,33,2012_09_10,Florida,2012
721,44,2012_09_11,Florida,2012
722,33,2012_09_12,Florida,2012
723,15,2012_09_13,Florida,2012
724,10,2012_09_14,Florida,2012
725,30,2012_09_21,Florida,2012
726,13,2012_09_22,Florida,2012
727,31,2012_09_23,Florida,2012
728,41,2012_09_24,Florida,2012
729,39,2012_09_25,Florida,2012
730,44,2012_09_26,Florida,2012
731,43,2012_09_27,Florida,2012
732,19,2012_09_28,Florida,2012
